"","Ostan","gorooh","address","NoeKhanevar","TedadAza","SarparstJensiat","SarparstSen","SarparstSavad","SarparstTahsil","SarparstMadrak","SarparstFaaliat","SarparstZanashoyi","NahveTasarof","TedadOtagh","SatheZirbana","NoeEskelet","mashin","motor","docharkhe","radio","radiozabt","tv","tvrangi","video","computer","mobile","freezer","yakhchal","yakhchalfreezer","ojaghgaz","jarobarghi","lebasshoyi","khayati","panke","coolerabimoteharek","coolergazimoteharek","zarfshoyi","microfer","hichkodam","lolekeshiab","bargh","gazlolekeshi","telephone","internet","hamam","ashpazkhane","coolerabisabet","borodatmarkazi","hararatmarkazi","package","coolergazisabet","fazelabshahri","nsokhtpokhtpaz","nsokhtgarma","nsokhtabgarm","HazineKhoraki","HazineNoshidani","HazinePoshak","HazineMaskan","HazineLavazemKhanegi","HazineDarmani","HazineHamlonaghl","HazineErtebatat","HazineTafrihatFarhangi","HazineGhazaAmade","HazineKalaMotefaregheh","HazineKalaBadavam","Target"
"10426","kermanshah","6",10504063714,1,5,1,36,"1","1","7",1,1,1,3,80,3,1,0,0,0,0,0,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,4,14,24,36211000,0,8100000,11350000,1620000,4e+05,1450000,1060000,0,1900000,3400000,529860000,63279166.6666667
"10427","kermanshah","6",10508066417,1,2,2,67,"2",NA,NA,3,2,1,4,100,3,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,4,14,24,9820000,0,1080000,17350000,1550000,4070000,1600000,750000,0,0,510000,4560000,11050000
"10428","kermanshah","6",10508066426,1,3,1,38,"1","2","6",1,1,3,3,120,3,1,0,1,0,0,0,1,0,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,4,14,24,31372000,0,7800000,12950000,1630000,3e+06,2300000,1e+06,0,0,1250000,255871140,40833333.3333333
"10429","kermanshah","6",10508066420,1,5,1,53,"1","2","7",1,1,1,4,200,3,1,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,4,14,24,35790000,0,13200000,22550000,2200000,1500000,3610000,3260000,0,0,2850000,517356000,1.01e+08
"10430","kermanshah","6",10504063421,1,4,1,47,"1","2","4",3,1,1,4,90,3,1,0,1,0,0,0,1,0,1,1,0,0,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,4,14,24,17192000,0,5560000,12390000,2010000,550000,1400000,715000,0,0,1590000,435905000,35445833.3333333
"10431","kermanshah","6",10504063416,1,3,1,55,"1","2","6",3,1,1,4,100,1,1,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,1,1,4,14,24,24348500,750000,5900000,14940000,3380000,27400000,3950000,1080000,350000,0,1350000,125716080,86058333.3333333
"10432","kermanshah","6",10513069218,1,3,1,74,"1","2","1",3,1,1,4,180,3,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,1,4,14,24,9715000,0,120000,8400000,1610000,350000,5e+05,3e+05,0,550000,990000,119960760,61745000
"10433","kermanshah","6",10502060421,1,5,1,53,"1","2","1",1,1,1,4,120,1,1,0,0,0,0,0,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,1,4,14,24,13446000,0,1200000,7e+06,1465000,0,1350000,450000,0,0,1690000,148012468,35833333.3333333
"10434","kermanshah","6",10504063923,1,3,1,53,"1","2","6",3,1,1,6,200,3,1,0,0,1,0,0,1,0,0,1,0,0,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,4,14,24,19230000,0,0,13150000,2050000,1500000,2150000,1800000,0,0,1200000,158250800,56515833.3333333
"10435","kermanshah","6",10504063913,1,2,1,53,"1","2","4",3,1,3,4,120,3,1,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,0,0,0,0,0,1,0,1,1,1,0,1,1,1,0,0,0,0,1,1,4,14,24,19471000,0,2200000,18750000,7e+05,1e+05,9e+05,5e+05,0,0,350000,90757289,43021666.6666667
"10436","kermanshah","6",10504063926,1,3,1,50,"1","2","4",1,1,4,3,70,2,1,0,1,0,0,0,1,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,4,14,24,18130000,2250000,6800000,19500000,1700000,50000,1600000,9e+05,0,0,3e+05,0,37440833.3333333
"10437","kermanshah","6",10512068814,1,2,1,35,"1","2","2",1,1,3,3,69,3,1,0,0,0,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,4,14,24,12070000,0,0,8600000,630000,35000,1100000,1020000,0,930000,1200000,81630760,16045833.3333333
"10438","kermanshah","6",10512068823,1,6,1,49,"1","2","2",1,1,1,3,70,1,1,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,4,14,24,17553000,0,8e+05,8700000,1250000,770000,1150000,1e+06,1e+05,0,760000,24245280,17512500
"10439","kermanshah","6",10502061614,1,2,1,31,"1","2","6",1,1,4,4,100,3,1,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,4,14,24,10614000,250000,6600000,34950000,1080000,7270000,1800000,6e+05,0,0,8e+05,326778400,40954166.6666667
"10440","kermanshah","6",10506065126,1,4,1,38,"1","2","2",1,1,3,2,20,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,4,14,24,8514000,0,0,6400000,870000,2100000,6e+05,7e+05,0,0,370000,15256520,18239166.6666667
"10441","kermanshah","6",10506065114,1,6,1,76,"1","2","1",3,1,1,4,130,3,0,0,0,0,0,0,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,1,1,4,14,24,22528000,0,4e+06,14290000,1730000,1150000,5e+05,9e+05,0,0,2e+06,0,20891666.6666667
"10442","kermanshah","6",10510067629,1,5,1,54,"1","2","4",1,1,4,4,110,3,1,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,4,14,24,15353000,0,5500000,18935000,2265000,640000,6e+05,350000,0,1720000,790000,0,32636666.6666667
"10443","kermanshah","6",10506065122,1,4,1,51,"1","2","4",1,1,1,4,120,3,1,0,1,0,0,0,1,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,4,14,24,21183000,1350000,0,12450000,1550000,750000,1250000,8e+05,0,0,1080000,444201000,79145833.3333333
"10444","kermanshah","6",10503062823,1,4,1,65,"1","2","1",1,1,1,4,85,3,0,1,0,0,0,0,1,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,4,14,24,16911000,2100000,8600000,6005000,1600000,1090000,1100000,825000,0,0,880000,168915000,65405000
"10445","kermanshah","6",10504063426,1,4,1,53,"1","2","7",3,1,1,4,85,3,1,0,0,0,0,0,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,4,14,24,42775000,0,9e+05,15450000,2730000,6300000,4400000,1654000,0,0,2350000,225528000,66765000
"10446","kermanshah","6",10504063429,1,3,1,81,"2",NA,NA,1,1,1,4,120,3,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,4,14,24,18701000,0,5950000,16330000,1010000,0,2250000,4e+05,0,4e+05,250000,125800000,48490000
"10447","kermanshah","6",10503062815,1,3,1,43,"1","2","4",1,1,1,3,70,3,0,1,1,0,0,0,1,0,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,4,14,24,18810000,0,1700000,8729000,3260000,0,1700000,880000,3e+05,0,1790000,118415000,36605000
"10448","kermanshah","6",10505064329,1,5,1,42,"1","2","5",1,1,3,3,70,3,1,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,4,14,24,15474000,0,4300000,18300000,2240000,1200000,3950000,1400000,0,0,1600000,183110000,42083333.3333333
"10449","kermanshah","6",10505064322,1,3,1,42,"1","2","2",1,1,1,5,140,3,1,1,0,0,0,0,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,4,14,24,12225000,5e+05,1700000,12245000,1270000,1750000,1070000,950000,0,1310000,730000,98465000,42725000
"10450","kermanshah","6",10502061617,1,3,1,25,"1","2","4",1,1,6,4,150,3,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,4,14,24,10867000,0,2e+05,12450000,1040000,750000,1750000,6e+05,0,0,850000,29020000,27811666.6666667
"10451","kermanshah","6",10506064916,1,4,1,42,"1","2","2",1,1,1,4,136,1,1,1,1,0,0,0,1,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,4,14,24,12916500,0,7e+05,13550000,790000,650000,1500000,7e+05,0,0,750000,223803000,41916666.6666667
"10452","kermanshah","6",10502061623,1,3,1,37,"1","2","2",1,1,6,4,97,2,1,0,1,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,4,14,24,8185000,1500000,1850000,13370000,890000,1050000,3100000,9e+05,0,0,950000,201655000,35463333.3333333
"10453","kermanshah","6",10502061620,1,1,2,69,"2",NA,NA,3,2,1,4,97,2,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,1,0,1,4,14,24,10682000,0,0,13550000,780000,0,0,2e+05,0,0,250000,11300000,47216666.6666667
"10454","kermanshah","6",10501059220,1,3,2,62,"2",NA,NA,3,2,1,3,70,3,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,4,14,24,6065000,0,0,9650000,690000,0,3e+05,650000,0,0,620000,5160000,23796666.6666667
"10455","kermanshah","6",10501059215,1,3,1,41,"1","2","2",1,1,6,4,180,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,1,0,1,4,14,24,8930000,0,150000,11700000,1285000,450000,250000,6e+05,0,0,1020000,7050000,14125000
"10456","kermanshah","6",10506064920,1,3,1,35,"1","2","7",1,1,4,3,123,3,1,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,1,0,1,1,1,0,1,1,1,1,0,0,0,0,1,4,14,24,17792000,0,3e+05,17260000,1090000,1850000,5e+06,8e+05,0,0,860000,195566032,54395000
"10457","kermanshah","6",10513069226,1,3,1,54,"1","2","1",1,1,6,4,100,3,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,4,14,24,20483000,4200000,4500000,9405000,2140000,0,1700000,1550000,0,0,710000,77480000,51671666.6666667
"10458","kermanshah","6",10506064914,1,6,1,48,"1","2","4",1,1,1,3,102,2,1,0,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,4,14,24,18227500,0,2e+05,11500000,1080000,0,3300000,8e+05,0,0,1080000,164262480,41946666.6666667
"10459","kermanshah","6",10502060413,1,5,1,51,"1","2","1",1,1,4,4,100,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,4,14,24,20077100,2e+06,7580000,24750000,2330000,3250000,250000,1e+06,0,0,850000,122625000,41716666.6666667
"10460","kermanshah","6",10511068413,1,4,1,62,"1","2","1",1,1,1,4,150,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,4,14,24,36938000,0,4400000,10980000,985000,3600000,3500000,1650000,0,0,850000,236309300,88243333.3333333
"10461","kermanshah","6",10511068420,1,4,2,73,"2",NA,NA,3,2,1,3,130,3,1,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,4,14,24,18123000,1200000,0,14200000,870000,1100000,1620000,1250000,0,0,810000,114439000,49883333.3333333
"10462","kermanshah","6",10504064020,1,3,1,33,"1","2","4",1,1,3,4,100,2,1,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,1,1,4,14,24,13525000,0,2150000,5800000,840000,250000,1500000,8e+05,0,0,2260000,94600000,23463333.3333333
"10463","kermanshah","6",10504064026,1,2,1,50,"1","2","4",3,1,1,4,95,2,1,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,4,14,24,12720500,0,3e+05,12870000,1740000,3e+05,2100000,860000,0,0,650000,751454601,63213333.3333333
"10464","kermanshah","6",10504064029,1,2,1,64,"1","2","4",3,1,1,4,90,2,1,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,4,14,24,38228500,0,20600000,12530000,1600000,3050000,3550000,1700000,0,0,1350000,217084626,84213333.3333333
"10465","kermanshah","6",10512068617,1,4,1,46,"1","2","1",1,1,1,3,81,1,1,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,4,14,24,14245000,0,380000,12400000,1690000,5850000,7e+05,1200000,0,0,1400000,46476520,20696666.6666667
"10466","kermanshah","6",10512068926,1,4,1,48,"1","2","1",1,1,1,3,82,2,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,3,11,23,25811000,0,0,10180000,1095000,1050000,2e+06,8e+05,0,0,520000,115300000,33820000
"10467","kermanshah","6",10512068626,1,6,1,46,"1","2","4",1,1,1,3,100,1,1,0,0,0,0,0,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,4,14,24,15487500,0,350000,12190000,2200000,6800000,1050000,1400000,0,0,2130000,57727280,32883333.3333333
"10468","kermanshah","6",10502060816,1,3,1,55,"1","2","4",3,1,1,4,110,3,1,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,1,4,14,24,24058000,0,0,12930000,1100000,1e+05,1600000,1150000,0,0,9e+05,46733760,33203333.3333333
"10469","kermanshah","6",10502060817,1,4,1,59,"1","2","4",3,1,3,4,130,3,1,0,0,0,0,0,1,0,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,4,14,24,18960000,0,3100000,29400000,1570000,720000,2020000,1350000,640000,0,1400000,96446440,6.3e+07
"10470","kermanshah","6",10502060826,1,5,1,48,"1","2","4",1,1,1,4,100,3,1,0,1,0,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,4,14,24,22331000,0,0,10960000,1600000,160000,2e+06,650000,0,0,840000,148855000,37550000
"10471","kermanshah","6",10503063220,1,4,1,69,"1","2","4",3,1,1,4,150,3,1,0,0,0,0,0,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,4,14,24,24330000,0,12730000,15100000,1850000,3e+05,2e+06,1450000,0,0,1650000,66150000,5.6e+07
"10472","kermanshah","6",10503063219,1,4,1,47,"1","2","4",1,1,6,4,130,3,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,4,14,24,21190000,0,6e+06,14500000,1900000,1e+06,5e+05,1400000,0,0,5650000,153350380,71310000
"10473","kermanshah","6",10508066414,1,3,1,31,"1","2","6",1,1,6,4,110,3,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,4,14,24,12417000,0,0,15750000,1530000,6420000,250000,750000,4e+05,0,1e+06,109400000,40313333.3333333
"10474","kermanshah","6",10505064316,1,5,1,67,"1","2","1",1,1,1,4,90,3,1,1,0,0,0,0,1,0,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,4,14,24,17224000,0,350000,13205000,1570000,1600000,8e+05,820000,0,0,1040000,40410000,59345833.3333333
"10475","kermanshah","6",10512068720,1,4,1,65,"2",NA,NA,1,1,1,3,150,2,0,1,0,0,0,0,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,4,14,24,20696000,0,0,13500000,1675000,0,8e+05,6e+05,0,0,560000,0,42104166.6666667
"10476","kermanshah","6",10512068715,1,6,1,50,"1","2","1",1,1,1,3,80,3,0,1,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,4,14,24,2.4e+07,0,0,8300000,5340000,5e+06,450000,9e+05,0,370000,920000,0,16608333.3333333
"10477","kermanshah","6",10506065117,1,4,1,36,"1","2","1",1,3,1,4,90,3,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,1,4,14,24,29422000,3600000,9e+06,12500000,420000,150000,2100000,2070000,0,0,1030000,52011520,47445833.3333333
"10478","kermanshah","6",10506065013,1,5,1,58,"1","2","4",1,1,1,4,150,3,1,0,0,0,0,0,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,4,14,24,19350000,0,250000,11574000,1100000,4790000,1950000,1280000,0,0,1170000,63018616,44370833.3333333
"10479","kermanshah","6",10506064823,1,5,1,55,"1","2","9",1,1,1,4,120,3,1,0,0,0,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,4,14,24,10615000,0,0,13500000,1100000,7e+05,1250000,6e+05,0,0,9e+05,306715000,24462500
"10480","kermanshah","6",10504063529,1,4,1,40,"1","2","6",1,1,5,3,60,3,1,1,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,4,14,24,17939500,0,1250000,17230000,2750000,490000,750000,340000,570000,0,1640000,0,42916666.6666667
"10481","kermanshah","6",10512068620,1,5,1,48,"1","2","1",3,1,4,3,100,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,4,14,24,10865000,0,0,6400000,1750000,20850000,1e+07,650000,0,0,1350000,4586900,21350000
"10482","kermanshah","6",10503063229,1,2,1,33,"1","2","4",1,1,3,4,100,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,4,14,24,11027000,0,4e+05,8190000,1e+06,4e+05,3e+05,6e+05,0,0,570000,103399998,19496666.6666667
"10483","kermanshah","6",10502060026,1,3,1,38,"1","2","1",1,1,1,3,60,3,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,4,14,24,21780000,4200000,0,8830000,830000,1350000,8e+05,350000,0,0,620000,3586140,18980000
"10484","kermanshah","6",10502061224,1,4,1,33,"1","2","4",1,1,3,4,72,2,0,0,1,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,0,0,0,0,1,4,14,24,15915500,0,0,23905000,1410000,4200000,1300000,840000,250000,0,560000,50595000,26666666.6666667
"10485","kermanshah","6",10502061226,1,2,1,30,"1","1","5",1,1,4,3,50,2,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,4,14,24,8689500,0,3050000,11500000,1150000,3250000,4e+05,620000,70000,5e+05,2140000,78505000,17560833.3333333
"10486","kermanshah","6",10502061217,1,2,1,29,"1","1","7",1,1,3,4,75,2,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,4,14,24,15592000,0,1250000,1.1e+07,1720000,9950000,2200000,1800000,1e+06,0,1100000,74460000,51519166.6666667
"10487","kermanshah","6",10512068923,1,3,1,26,"1","2","2",1,1,3,3,60,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,1,3,11,23,11842000,0,2e+06,3550000,1155000,5950000,1e+06,4e+05,0,0,8e+05,0,16208333.3333333
"10488","kermanshah","6",10512068918,1,5,1,38,"1","2","2",1,1,1,6,260,2,1,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,1,1,4,14,24,25404000,0,0,13140000,2210000,3e+05,1900000,7e+05,0,0,8e+05,130771000,56666666.6666667
"10489","kermanshah","6",10506065021,1,4,1,38,"1","1","6",1,1,6,3,70,3,1,1,0,0,0,0,1,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,4,14,24,20012500,0,4e+05,11020000,1e+06,0,1800000,1700000,0,0,8e+05,249515000,41431666.6666667
"10490","kermanshah","6",10506065026,1,4,1,44,"1","2","2",1,1,1,3,85,3,0,0,1,0,0,0,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,4,14,24,20981500,0,2e+05,8150000,860000,0,5e+05,7e+05,0,1e+06,1e+06,57568816,16196666.6666667
"10491","kermanshah","6",10502062017,1,4,1,52,"1","2","1",1,1,1,4,120,3,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,4,14,24,11010000,1250000,2350000,10700000,1190000,920000,3e+05,9e+05,0,0,1160000,4161520,30833333.3333333
"10492","kermanshah","6",10502062014,1,4,1,42,"1","2","2",1,1,1,3,81,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,4,14,24,13987500,0,0,10855000,1550000,1850000,550000,7e+05,0,0,1550000,77718698,34053333.3333333
"10493","kermanshah","6",10511068026,1,2,2,40,"1","2","1",3,1,1,4,80,3,1,1,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,4,14,24,14913000,0,0,10150000,1230000,250000,3400000,1050000,0,0,1030000,21630760,14713333.3333333
"10494","kermanshah","6",10511068023,1,3,1,70,"1","2","2",3,1,1,4,173,3,1,1,1,0,0,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,4,14,24,41615000,0,23250000,15310000,1880000,4300000,5e+06,1580000,0,0,6e+05,352332626,58463333.3333333
"10495","kermanshah","6",10502062026,1,1,1,43,"1","2","4",1,4,3,3,80,3,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,4,14,24,6180400,0,0,11670000,730000,150000,630000,240000,0,280000,520000,65838000,17756666.6666667
"10496","kermanshah","6",10502062021,1,2,1,75,"1","2","1",1,1,1,3,80,3,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,4,14,24,9592600,0,1650000,12080000,775000,1060000,4e+05,150000,0,0,170000,3e+05,13020833.3333333
"10497","kermanshah","6",10502059623,1,4,1,81,"1","2","2",3,1,1,4,130,3,1,0,0,0,0,0,1,0,1,1,0,0,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,4,14,24,17400000,0,3e+05,38500000,1480000,1880000,1330000,8e+05,0,0,1080000,198135718,74713333.3333333
"10498","kermanshah","6",10507065623,1,1,2,70,"2",NA,NA,3,2,1,4,85,3,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,1,4,14,24,3144000,0,50000,11050000,150000,1950000,1e+05,215000,0,0,0,3e+05,5804166.66666667
"10499","kermanshah","6",10507065620,1,3,2,65,"2",NA,NA,3,2,1,4,100,3,1,1,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,4,14,24,6550000,1750000,0,12977000,250000,0,2300000,715000,0,0,620000,0,29870000
"10500","kermanshah","6",10507065626,1,2,2,53,"2",NA,NA,3,1,1,3,95,3,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,1,4,14,24,22690000,0,0,13290000,2380000,3050000,550000,310000,0,0,5e+05,5080760,28340833.3333333
"10501","kermanshah","6",10507065629,1,3,2,68,"2",NA,NA,3,2,1,3,100,3,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,4,14,24,13249500,0,1300000,14340000,1060000,630000,250000,556000,0,0,750000,12910000,22220833.3333333
"10502","kermanshah","6",10509066819,1,5,1,50,"1","2","6",1,1,1,4,110,3,1,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,4,14,24,14339000,0,0,15440000,7e+05,0,2350000,9e+05,0,0,810000,348422000,107354166.666667
"10503","kermanshah","6",10509066815,1,4,1,56,"1","2","2",1,1,1,4,150,3,1,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,4,14,24,23528500,0,12880000,17430000,3650000,8e+05,3200000,675000,0,0,1120000,544040000,26804166.6666667
